pattern,nodes,size,strat_label,strat,load_balancing_algo,load_fraction,flowsize,seed,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,10000000,2,512,3946.795023437499,3968.26,6546.65,7424.29,824.787,1253376,18188,83,0,1159600,17089,0,0,1.4511208129084967,0.006622114991830065,1.3634376276552287,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,10000000,3,512,4298.026326171877,4035.72,9494.95,9785.77,828.168,1253376,17982,100,0,1162464,17253,0,0,1.4346852022058822,0.00797845179738562,1.3765222886029411,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,10000000,4,512,4053.2861152343753,3904.72,9099.54,9789.75,826.217,1253376,17950,132,0,1156199,16950,0,0,1.432132097630719,0.01053155637254902,1.3523475796568627,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,10000000,5,512,4286.0599003906245,4003.26,11909.4,12229.6,823.939,1253376,17875,78,0,1162159,17183,0,0,1.4261482587826797,0.006223192401960784,1.3709373723447713,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,20000,1,768,35.02014270833335,21.4736,471.75,1502.48,12.9792,3840,234,0,0,2532,17,0,0,6.09375,0.0,0.4427083333333333,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,20000,1,768,28.534842057291645,22.3664,130.946,359.271,12.9792,3840,138,0,0,2561,2,0,0,3.59375,0.0,0.052083333333333336,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,20000,2,768,30.483993359375045,21.7712,244.706,1387.88,13.3051,3840,153,0,0,2550,17,0,0,3.984375,0.0,0.4427083333333333,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,20000,2,768,27.878245833333352,22.3664,130.946,470.75,13.2019,3840,127,0,0,2567,1,0,0,3.3072916666666665,0.0,0.026041666666666668,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,20000,3,768,30.54018020833338,21.7712,243.516,1387.55,12.9792,3840,161,0,0,2532,23,0,0,4.192708333333333,0.0,0.5989583333333334,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,20000,3,768,27.81837526041667,22.4282,131.278,355.818,12.9792,3840,151,0,0,2569,28,0,0,3.9322916666666665,0.0,0.7291666666666666,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,20000,4,768,35.66547278645834,21.176,585.018,1963.93,12.9792,3840,210,0,0,2518,8,0,0,5.46875,0.0,0.20833333333333334,0.0
