pattern,nodes,size,strat_label,strat,load_balancing_algo,extra_flags,load_fraction,flowsize,seed,duration_s,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,10000000,1,225.43,825,6423.344133333335,6414.84,12700.9,13031.5,1152.26,2019600,33712,1589,0,1851387,30346,0,0,1.6692414339473163,0.07867894632600515,1.5025747672806495,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,10000000,1,395.25,825,5584.439814545461,5474.3,12138.8,13034.0,907.895,2019600,40110,3258,0,1913704,31049,0,0,1.9860368389780154,0.16131907308377896,1.537383640324817,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,10000000,1,505.04,825,5673.97107878787,5491.2,12686.3,13034.3,1052.43,2019600,78066,3227,0,1927554,68049,0,0,3.8654188948306594,0.1597841156664686,3.3694295900178255,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,10000000,1,30.84,825,6337.5115393939395,6139.52,11285.4,11427.2,1617.12,2019600,33586,0,0,1971081,33586,0,0,1.6630025747672808,0.0,1.6630025747672808,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,10000000,2,135.15,825,6633.145042424231,6623.29,12312.0,12572.7,1723.98,2019600,29768,1277,0,1354559,28095,0,0,1.473955238661121,0.06323034264210735,1.3911170528817587,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,10000000,2,182.71,825,6506.121624242425,6427.11,12087.7,12394.8,1670.76,2019600,34053,1675,0,1540694,31686,0,0,1.6861259655377303,0.08293721529015646,1.5689245395127749,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,10000000,2,242.52,825,6294.2198424242415,6258.8,11760.2,12223.7,1558.46,2019600,32860,1286,0,1860063,30466,0,0,1.62705486234898,0.06367597544068132,1.5085165379283025,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,10000000,2,382.41,825,5482.221870303032,5543.69,11333.9,12210.6,943.643,2019600,39210,2910,0,1925256,31263,0,0,1.941473559120618,0.14408793820558527,1.547979797979798,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,10000000,2,504.95,825,5524.899587878788,5547.43,11546.2,12212.6,952.697,2019600,76050,3171,0,1940251,66694,0,0,3.765597147950089,0.15701128936423053,3.3023370964547434,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,10000000,2,31.24,825,6477.536557575752,6320.89,11951.4,12216.0,2137.32,2019600,33666,0,0,1975040,33666,0,0,1.6669637551990493,0.0,1.6669637551990493,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,10000000,3,172.3,825,6861.2496969696895,6660.57,11598.1,16447.7,829.76,2019600,30673,1637,0,1364185,28385,0,0,1.518766092295504,0.08105565458506635,1.4054763319469201,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,10000000,3,198.14,824,6720.4564247572835,6500.87,11413.7,11520.2,828.964,2017515,37194,2262,0,1544822,33354,0,0,1.8435550665050817,0.11211812551579542,1.6532219091307871,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,10000000,3,279.46,825,6412.1055854545475,6338.09,11248.8,18586.2,840.448,2019600,34837,2127,0,1851511,30536,0,0,1.7249455337690631,0.10531788472964944,1.5119825708061003,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,10000000,3,415.99,825,5653.912077575763,5574.78,10743.7,14722.5,877.354,2019600,39716,3040,0,1928782,31399,0,0,1.9665280253515547,0.15052485640720936,1.5547138047138047,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,10000000,3,461.88,825,5729.536208484851,5596.4,11212.5,14575.7,839.966,2019600,77172,3066,0,1940346,67840,0,0,3.8211527035056445,0.15181224004753416,3.3590810061398297,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,10000000,3,29.85,825,6350.405503030309,6269.38,12054.9,13025.9,1513.36,2019600,33672,0,0,1974775,33672,0,0,1.667260843731432,0.0,1.667260843731432,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,10000000,4,184.35,825,6631.770290909095,6644.53,11206.1,11897.9,2367.49,2019600,30152,1466,0,1351278,27932,0,0,1.4929689047336105,0.07258863141216082,1.3830461477520302,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,10000000,4,237.27,824,6495.111990291262,6466.27,10435.3,10744.1,2308.27,2017910,35079,2529,0,1535993,31057,0,0,1.7383827821855287,0.12532769053129228,1.5390676492014015,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,10000000,4,236.77,825,6257.586339393939,6361.57,9781.11,14300.2,1292.41,2019600,33763,1674,0,1853060,30101,0,0,1.6717666864725689,0.08288770053475936,1.4904436522083582,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,10000000,4,515.2,825,5413.1509939393945,5475.69,9746.64,9806.36,1055.7,2019600,40922,3570,0,1911134,31069,0,0,2.0262428203604674,0.17676767676767677,1.538373935432759,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,10000000,4,608.91,825,5449.485127272724,5518.86,9712.92,9781.66,1055.31,2019600,76596,3343,0,1917440,65906,0,0,3.7926322043969103,0.16552782729253318,3.2633194692018224,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,10000000,4,28.94,825,6514.2066218181835,6425.15,11635.2,12210.9,827.633,2019600,33646,0,0,1973109,33646,0,0,1.6659734600911071,0.0,1.6659734600911071,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,10000000,5,180.82,825,6898.264884848477,6581.96,12324.0,12573.2,1627.45,2019600,30943,1408,0,1363851,28862,0,0,1.5321350762527233,0.06971677559912855,1.4290948702713409,0.0
